gamma,lambda,tau_r,D_c,seed,copter_mode,rover_start_r,rover_start_c,copter_start_r,copter_start_c,max_k,complete,fail,k_final,which_phi,epochs,avg_expanded,avg_Phi,avg_G,avg_C_r,avg_C_c,avg_I,avg_u_r,avg_u_c,final_Phi,final_G,rover_path_length,copter_path_length,runtime_s
5,4,0.6,15,26,utility,1,9,9,8,300,False,True,8,,1,258.0,28.20327130318163,-20.72326583694641,0.6931471805599453,10.899494936611665,63.99350185958295,-24.189001739746136,31.66900720598135,28.20327130318163,-20.72326583694641,1.4142135623730951,6.656854249492381,0.9092860829550773
5,4,0.6,15,27,utility,0,5,5,2,300,True,False,160,φ3 (C→D),20,165.05,6.057440236545077,-0.9485922977908393,0.1387253393768359,1.0747875498495112,7.999206287078761,-1.6422189946750183,6.751066933429257,0.0,0.0,73.91168824543138,14.727922061357859,3.19264845806174
5,4,0.6,15,28,utility,7,4,4,0,300,True,False,152,φ3 (C→D),19,224.0,12.791952800757123,-0.7832882437747262,0.12328687757776635,1.0122813406333606,12.160533863302748,-1.3997226316635578,13.408387188645953,-0.04723995884815006,0.0,69.49747468305829,14.65685424949238,4.678222000016831
5,4,0.6,15,29,utility,0,1,8,2,300,False,False,304,,38,186.97368421052633,2.9599914871320605,-0.8984405033299381,0.07228969427479279,0.5483920196709959,4.275632360346631,-1.2598889747039024,3.321439958506025,-1.0788951304384151,-1.029980602231847,135.12489168102772,14.071067811865476,4.127878417028114
5,4,0.6,15,30,utility,5,1,7,2,300,True,False,160,φ3 (C→D),20,174.7,8.2859713217473,-0.4195156305742273,0.028817815937117703,0.9278174593052023,8.373897246151952,-0.5636047102598158,8.430060401432886,-0.0643587362577767,0.0,67.52691193458115,14.727922061357859,4.268401416018605
5,4,0.6,30,1,utility,5,4,5,7,300,True,False,232,φ3 (C→D),29,180.3793103448276,8.17118735974973,-0.7657616158226241,0.03694815032688159,1.1334502650030625,9.103660524812673,-0.950502367457032,8.355928111384138,-0.03330629248779683,0.0,100.32590180780446,29.45584412271572,5.477894042036496
5,4,0.6,30,2,utility,8,1,8,4,300,True,False,56,φ3 (C→D),7,304.7142857142857,34.48687834592834,-0.6082727796117114,0.10291022695063261,5.697607116186627,38.93342048335982,-1.1228239143648746,35.0014294806815,21.455947928123745,0.0,22.727922061357862,29.798989873223338,5.256497875088826
5,4,0.6,30,3,utility,8,4,1,1,300,True,False,40,φ3 (C→D),5,286.8,45.786569077629096,-0.9541713194742213,0.421182124847401,7.386910557466957,52.2628621674721,-3.0600819437112268,47.892479701866094,24.315676205575866,0.0,17.72792206135786,28.870057685088817,4.412913957959972
5,4,0.6,30,4,utility,2,3,4,6,300,True,False,168,φ3 (C→D),21,252.33333333333334,12.941588581177138,-0.5439676853766126,0.1165932667944579,1.7414121206308544,14.022780722032973,-1.1269340193489021,13.524554915149425,-0.40480013985482144,0.0,73.18376618407353,29.284271247461913,6.044160875026137
5,4,0.6,30,5,utility,8,8,1,4,300,False,True,256,,32,242.875,7.037502103473388,-1.4425204427890588,0.0764417636469106,1.2531110297802845,9.249783655745425,-1.824729261023612,7.419710921707943,-21.454706111316995,-20.72326583694641,119.02438661763941,29.798989873223338,6.379751582979225
5,4,0.6,30,6,utility,7,4,8,2,300,True,False,176,φ3 (C→D),22,207.1818181818182,10.260818114976045,-0.5090143241123202,0.022695758085225448,1.9004299770897723,12.32335409191572,-0.6224931145384475,10.374296905402172,0.0,0.0,80.32590180780444,29.384776310850242,5.514159166952595
5,4,0.6,30,7,utility,4,9,5,6,300,True,False,96,φ3 (C→D),12,256.5,22.19417746623834,-0.5304576124541384,0.08802876996517539,3.4390336102297483,24.61394224629156,-0.9706014622800151,22.63432131606422,-4.924387218783328e-06,0.0,42.284271247461895,29.62741699796953,5.521171333035454
5,4,0.6,30,8,utility,4,7,3,3,300,True,False,104,φ3 (C→D),13,231.3846153846154,18.60339585337722,-0.5123755619590957,0.09022453470105277,2.7921125673599607,20.490229572187616,-0.9634982354643593,19.054518526882486,0.0,0.0,40.72792206135786,27.041630560342625,4.673401042004116
5,4,0.6,30,9,utility,9,6,9,0,300,True,False,16,φ3 (C→D),2,262.5,49.48608046619345,-1.8872163013904273,1.0475316837756063,9.526238690847308,63.14393996656742,-7.12487472026846,54.723738885071484,59.887336315861624,0.0,5.414213562373095,12.727922061357859,1.7159839579835534
5,4,0.6,30,10,utility,1,1,2,2,300,True,False,136,φ3 (C→D),17,250.35294117647058,13.78289338875244,-0.5926655597890003,0.027593306258851754,2.438032953253777,16.177104861900535,-0.730632091083259,13.920859920046697,0.0,0.0,60.59797974644662,29.041630560342625,5.755078208982013
5,4,0.6,30,11,utility,9,9,8,6,300,True,False,56,φ3 (C→D),7,317.85714285714283,35.13757264093147,-0.5581672329271279,0.12407094456626241,7.129413869216331,43.22250004903682,-1.1785219557584397,35.75792736376278,13.02203040574092,0.0,23.970562748477146,29.62741699796953,5.826738625066355
5,4,0.6,30,12,utility,9,8,5,7,300,False,True,8,,1,300.0,43.875890366731966,-20.72326583694641,0.5506715323131904,12.071067811865476,77.09119007513749,-23.476623498512364,46.62924802829792,43.875890366731966,-20.72326583694641,1.4142135623730951,7.0710678118654755,0.8409354169853032
5,4,0.6,30,13,utility,8,1,5,9,300,True,False,152,φ3 (C→D),19,201.31578947368422,11.79369509275312,-0.7446312054690443,0.1208619448036809,2.0028854046610634,14.102785093923217,-1.3489409294874484,12.398004816771529,-0.13222337656658675,0.0,66.59797974644664,29.384776310850242,5.662859583972022
5,4,0.6,30,14,utility,3,8,2,1,300,True,False,248,φ3 (C→D),31,207.3548387096774,9.556573485820358,-0.5908751300413375,0.0713625941198909,1.2670225334787872,10.3815678135842,-0.9476881006407918,9.913386456419815,-0.03251250265887651,0.0,107.56854249492372,29.384776310850242,7.358790041995235
5,4,0.6,30,15,utility,2,1,1,6,300,True,False,200,φ3 (C→D),25,179.12,9.84709529412125,-0.45234051254155744,0.07713803133450703,1.5336877456035356,11.213251297166323,-0.8380306692140929,10.232785450793783,0.0,0.0,90.74011537017756,29.62741699796953,6.6090918749105185
5,4,0.6,30,16,utility,4,9,4,1,300,True,False,120,φ3 (C→D),15,242.53333333333333,15.84690973365903,-0.7405101241600416,0.15249827537089014,2.5565844233138586,18.38416595195264,-1.5030015010144926,16.609401110513485,-0.31396231152492926,0.0,56.18376618407354,28.870057685088817,4.765517625026405
5,4,0.6,30,17,utility,8,2,1,1,300,True,False,88,φ3 (C→D),11,243.0,26.50709644580185,-0.6430851059200227,0.19736310028955462,3.630413889757708,28.439101741466985,-1.6299006073677953,27.493911947249625,-0.049176230280178534,0.0,36.798989873223334,29.213203435596434,6.85298033291474
5,4,0.6,30,18,utility,7,2,4,1,300,False,True,8,,1,300.0,50.8090386950809,-20.72326583694641,0.32158362412746233,8.89292222699217,72.47460770708886,-22.331183957583722,52.41695681571821,50.8090386950809,-20.72326583694641,1.4142135623730951,6.65685424949238,0.9102514579426497
5,4,0.6,30,19,utility,4,0,9,3,300,True,False,152,φ3 (C→D),19,190.73684210526315,10.4212863843477,-0.7642726654574072,0.12169917610688777,2.008670325576857,13.219157488431314,-1.372768545991846,11.02978226488214,-0.18626019257807314,0.0,65.52691193458116,29.62741699796953,5.712886749999598
5,4,0.6,30,20,utility,3,0,4,5,300,False,True,8,,1,321.0,53.56530874217384,-20.72326583694641,0.6931471805599453,9.071067811865476,76.02572115292125,-24.189001739746136,57.03104464497356,53.56530874217384,-20.72326583694641,1.0,7.0710678118654755,0.9061086250003427
5,4,0.6,30,21,utility,9,4,7,0,300,True,False,56,φ3 (C→D),7,238.85714285714286,27.635259661557626,-1.1300385863044977,0.3469632931994332,5.133174111164732,34.021874105678805,-2.864855052301664,29.37007612755479,6.361177858466302,0.0,21.656854249492383,26.384776310850242,5.795753458049148
5,4,0.6,30,22,utility,3,6,4,4,300,True,False,168,φ3 (C→D),21,208.71428571428572,13.816788156271642,-0.5693539876488167,0.028246424954495957,1.691131738825819,14.194600815997473,-0.7105861124212965,13.958020281044114,-1.1979157315921722e-05,0.0,75.84062043356592,29.62741699796953,5.329021958052181
5,4,0.6,30,23,utility,0,0,0,0,300,True,False,80,φ3 (C→D),10,267.3,19.760692586040424,-0.4697708396684754,0.057601291843745725,5.320270730306677,27.866368537436223,-0.757777298887204,20.048699045259152,-0.02970044410036577,0.0,36.04163056034262,29.62741699796953,5.411963708000258
5,4,0.6,30,24,utility,4,6,6,8,300,True,False,240,φ3 (C→D),30,224.03333333333333,8.206184016534017,-0.7704902379719665,0.03135940892447683,1.214975713769874,9.328916102805241,-0.9272872825943506,8.3629810611564,-0.20795138766465868,0.0,102.49747468305827,29.384776310850242,6.16486566606909
5,4,0.6,30,25,utility,0,6,4,8,300,True,False,208,φ3 (C→D),26,245.57692307692307,10.602335116764074,-0.5435243417253681,0.08527755353425098,1.568059716219249,11.896324060691795,-0.969912109396623,11.028722884435327,-0.004570054104527317,0.0,88.84062043356592,29.45584412271572,6.4078233749605715
5,4,0.6,30,26,utility,1,9,9,8,300,False,True,8,,1,258.0,28.20327130318163,-20.72326583694641,0.6931471805599453,10.899494936611665,63.99350185958295,-24.189001739746136,31.66900720598135,28.20327130318163,-20.72326583694641,1.4142135623730951,6.656854249492381,0.884020583005622
5,4,0.6,30,27,utility,0,5,5,2,300,True,False,176,φ3 (C→D),22,227.72727272727272,10.650076461612384,-0.7496392277139076,0.11630262580893799,2.0360723441486392,13.417012129977026,-1.3311523567585972,11.231589590657073,-0.21944728049527243,0.0,78.08326112068518,29.798989873223338,5.754395292024128
5,4,0.6,30,28,utility,7,4,4,0,300,True,False,80,φ3 (C→D),10,283.0,30.44319211843599,-0.7433788364619073,0.21746485644037356,3.7112698372208093,31.41264972398867,-1.830703118663775,31.53051640063786,-0.011513287818070062,0.0,34.38477631085024,29.041630560342625,5.5165975000709295
5,4,0.6,30,29,utility,0,1,8,2,300,True,False,128,φ3 (C→D),16,213.75,14.5634835392091,-0.702971964597557,0.13770892349000946,2.55520311333165,17.45054171638887,-1.391516582047604,15.252028156659147,-0.0101045474067088,0.0,51.384776310850214,29.798989873223338,6.162985250004567
5,4,0.6,30,30,utility,5,1,7,2,300,True,False,144,φ3 (C→D),18,236.83333333333334,16.219465726710613,-0.49156326891390734,0.025733337237342654,2.424232445011926,17.691083641239295,-0.6202299551006205,16.34813241289733,-0.03738071393964083,0.0,68.49747468305827,28.62741699796953,6.301868624985218
5,5,0.3,5,1,utility,5,4,5,7,300,False,False,304,,38,131.68421052631578,1.6903933330644196,-1.0005408397636437,0.05371008396557984,0.11616351479929198,2.3602014444349484,-1.2690912595915427,1.9589437528923188,-1.2054778030799078,-0.7458064475585501,139.6812408671318,4.414213562373095,1.7069664169102907
5,5,0.3,5,2,utility,8,1,8,4,300,True,False,48,φ1 (found A),6,110.0,7.351221569975471,-0.5097849189154288,0.10128647555495214,0.7357022603955158,8.030633445762158,-1.0162172966901897,7.85765394775023,-5.841141287523447e-05,0.0,18.48528137423857,4.414213562373095,0.5427166250301525
5,5,0.3,5,3,utility,8,4,1,1,300,False,True,8,,1,0.0,-27.654737642545864,-20.72326583694641,1.3862943611198906,0.0,0.0,-27.654737642545864,-20.72326583694641,-27.654737642545864,-20.72326583694641,2.0,0.0,0.03697725001256913
5,5,0.3,5,4,utility,2,3,4,6,300,True,False,280,φ3 (C→D),35,149.4,1.8678099941160269,-1.3025551286503998,0.10866881196273069,0.12612038749637414,2.896207413374634,-1.8458991884640537,2.4111540539296805,0.0,0.0,124.05382386916229,4.414213562373095,1.8826509159989655
5,5,0.3,5,5,utility,8,8,1,4,300,False,True,120,,15,161.46666666666667,-2.0315286057039565,-3.8908100833508668,0.24927343036439029,0.321895141649746,3.143416225145061,-5.137177235172818,-0.7851614538820051,-20.964392489868327,-20.72326583694641,51.69848480983498,4.82842712474619,0.9112053329590708
5,5,0.3,5,6,utility,7,4,8,2,300,True,False,112,φ3 (C→D),14,140.35714285714286,2.597523302279637,-0.8147163484583241,0.06318945578328032,0.31530096874093533,3.53646118223936,-1.130663627374726,2.91347058119604,-0.2273343432875733,0.0,49.4558441227157,4.414213562373095,0.7662780409445986
5,5,0.3,5,7,utility,4,9,5,6,300,True,False,128,φ3 (C→D),16,140.6875,5.4359239633021765,-0.7406940995069906,0.06924256002508614,0.44153094389037373,5.820323721590977,-1.0869068996324212,5.782136763427607,0.0,0.0,53.4558441227157,4.82842712474619,1.1690870840102434
5,5,0.3,5,8,utility,4,7,3,3,300,False,True,256,,32,168.875,2.1245553830374924,-1.6174036288758855,0.08739003485175978,0.13794417382415922,3.245753370195315,-2.054353803134685,2.5615055572962913,-21.323068335611687,-20.72326583694641,113.05382386916229,4.414213562373095,1.6806519170058891
5,5,0.3,5,9,utility,9,6,9,0,300,False,True,8,,1,0.0,-31.12047354534559,-20.72326583694641,2.0794415416798357,0.0,0.0,-31.12047354534559,-20.72326583694641,-31.12047354534559,-20.72326583694641,3.0,0.0,0.03639404196292162
5,5,0.3,5,10,utility,1,1,2,2,300,True,False,264,φ3 (C→D),33,150.84848484848484,1.7760059393485295,-1.216274485285741,0.052763565378149656,0.18917092991270562,2.8013019340590315,-1.4800923121764893,2.039823766239276,0.0,0.0,113.74011537017753,4.82842712474619,2.215648042038083
5,5,0.3,5,11,utility,9,9,8,6,300,True,False,168,φ1 (found A),21,119.33333333333333,0.03189991568856824,-1.1877530896288453,0.11248778114610528,0.2775441487974376,2.1132084366900856,-1.7501919953593716,0.5943388214190949,-0.37739230587952777,0.0,65.97056274847714,4.414213562373095,1.1345375420060009
5,5,0.3,5,12,utility,9,8,5,7,300,True,False,64,φ2 (B→C),8,127.5,6.081467605303795,-1.0902109851662365,0.24242568453150565,0.8312851924841106,8.360155317032074,-2.3023394078237645,7.293596027961323,-0.04346900398263167,0.0,23.656854249492383,4.414213562373095,1.117444167030044
5,5,0.3,5,13,utility,8,1,5,9,300,False,True,8,,1,0.0,-27.654737642545864,-20.72326583694641,1.3862943611198906,0.0,0.0,-27.654737642545864,-20.72326583694641,-27.654737642545864,-20.72326583694641,2.0,0.0,0.03275533299893141
5,5,0.3,5,14,utility,3,8,2,1,300,False,True,8,,1,0.0,-24.189001739746136,-20.72326583694641,0.6931471805599453,0.0,0.0,-24.189001739746136,-20.72326583694641,-24.189001739746136,-20.72326583694641,1.0,0.0,0.03572033403906971
5,5,0.3,5,15,utility,2,1,1,6,300,False,True,96,,12,85.0,-1.7397097901770646,-4.309344542684033,0.23150049112689594,0.5,4.151424805427633,-5.4668469983185135,-0.5822073345425847,-21.043600323153136,-20.72326583694641,38.798989873223334,5.0,0.98916316695977
5,5,0.3,5,16,utility,4,9,4,1,300,False,True,8,,1,0.0,-27.654737642545864,-20.72326583694641,1.3862943611198906,0.0,0.0,-27.654737642545864,-20.72326583694641,-27.654737642545864,-20.72326583694641,2.0,0.0,0.03774854191578925
5,5,0.3,5,17,utility,8,2,1,1,300,True,False,96,φ3 (C→D),12,121.58333333333333,0.08817484955036244,-2.419657137624523,0.22097542145886248,0.3678511301977579,3.6346431636386582,-3.524534244918836,1.1930519568446754,-0.16361973626635548,0.0,40.62741699796952,4.414213562373095,0.7344047920778394
5,5,0.3,5,18,utility,7,2,4,1,300,True,False,32,φ1 (found A),4,158.75,12.943607078582925,-0.5421596400379936,0.18133545312093566,1.2071067811865475,13.61865192677222,-1.4488369056426718,13.850284344187601,-0.3422193634035236,0.0,13.071067811865477,4.82842712474619,0.42547508399002254
5,5,0.3,5,19,utility,4,0,9,3,300,False,True,8,,1,0.0,-31.12047354534559,-20.72326583694641,2.0794415416798357,0.0,0.0,-31.12047354534559,-20.72326583694641,-31.12047354534559,-20.72326583694641,3.0,0.0,0.03555595898069441
5,5,0.3,5,20,utility,3,0,4,5,300,False,True,8,,1,0.0,-27.654737642545864,-20.72326583694641,1.3862943611198906,0.0,0.0,-27.654737642545864,-20.72326583694641,-27.654737642545864,-20.72326583694641,2.0,0.0,0.03940895805135369
5,5,0.3,5,21,utility,9,4,7,0,300,True,False,40,φ1 (found A),5,110.2,3.5475930070909705,-1.181942358517682,0.41080846024464635,0.9656854249492379,7.741336527718715,-3.235984659740913,5.601635308314202,-0.1010072875845085,0.0,15.899494936611669,4.82842712474619,0.3734836670337245
5,5,0.3,5,22,utility,3,6,4,4,300,True,False,200,φ3 (C→D),25,167.52,3.465227763217679,-0.8132368420879373,0.04944904347372904,0.1765685424949238,3.6057016900992536,-1.0604820594565825,3.712472980586323,-0.049014751693154245,0.0,86.66904755831209,4.414213562373095,1.2996389999752864
5,5,0.3,5,23,utility,0,0,0,0,300,True,False,184,φ3 (C→D),23,124.08695652173913,4.121273490607648,-0.7547767810861697,0.21758557706321047,0.31489742117909936,5.0256435086035784,-1.8427046664022217,5.2092013759236995,0.0,0.0,82.91168824543135,4.82842712474619,1.9381618340266868
5,5,0.3,5,24,utility,4,6,6,8,300,True,False,88,φ3 (C→D),11,118.27272727272727,5.140096757869365,-0.5349023614293755,0.07535973862938614,0.4389479204314718,5.4976916097353525,-0.9117010545763062,5.516895451016294,0.0,0.0,36.79898987322333,4.82842712474619,0.671785542042926
5,5,0.3,5,25,utility,0,6,4,8,300,False,True,80,,10,75.3,-0.1322412936120582,-3.260874025096782,0.2556689724411024,0.48284271247461896,4.547460770708887,-4.539218887302294,1.1461035685934526,-21.92892700393488,-20.72326583694641,31.485281374238575,4.82842712474619,0.5660762080224231
5,5,0.3,5,26,utility,1,9,9,8,300,True,False,184,φ3 (C→D),23,94.52173913043478,-3.733051221674385,-2.506721621021532,0.24526592013057047,0.0,0.0,-3.733051221674385,-2.506721621021532,0.0,0.0,71.2132034355964,0.0,0.7055182919139042
5,5,0.3,5,27,utility,0,5,5,2,300,True,False,160,φ3 (C→D),20,135.65,1.215055350794405,-1.8775934602750042,0.1538509299065043,0.5414213562373095,4.379340161192319,-2.6468481098075243,1.9843100003269263,0.0,0.0,61.97056274847712,4.82842712474619,1.6053221250185743
5,5,0.3,5,28,utility,7,4,4,0,300,False,True,8,,1,66.0,-15.169027682697168,-20.72326583694641,0.6931471805599453,5.0,22.679982704699313,-24.189001739746136,-11.703291779897441,-15.169027682697168,-20.72326583694641,1.0,0.0,0.20325350004713982
5,5,0.3,5,29,utility,0,1,8,2,300,False,True,80,,10,96.7,-7.561345224433414,-5.686886773817967,0.37489169012308937,0.0,0.0,-7.561345224433414,-5.686886773817967,-21.95756622660404,-20.72326583694641,30.970562748477146,0.0,0.3139516250230372
5,5,0.3,5,30,utility,5,1,7,2,300,True,False,56,φ1 (found A),7,189.71428571428572,15.054208368064383,-0.4472350889250176,0.06244793894299184,0.7734590803390136,13.120652368932952,-0.7594747836399769,15.366448062779343,-0.0208527278493225,0.0,22.899494936611667,4.414213562373095,0.9733698329655454
5,5,0.3,10,1,utility,5,4,5,7,300,True,False,120,φ3 (C→D),15,190.53333333333333,9.175696155437857,-0.7006736982236477,0.049486039801294984,0.7104569499661586,9.117389868332515,-0.9481038972301228,9.42312635444433,-0.02509032588446593,0.0,52.0416305603426,9.65685424949238,1.506542916991748
5,5,0.3,10,2,utility,8,1,8,4,300,True,False,56,φ3 (C→D),7,158.85714285714286,10.451539504435354,-0.5827333192839211,0.11563876486179595,1.69898888957031,13.404940730586537,-1.1609271435929014,11.029733328744332,-0.0018501622732280387,0.0,21.071067811865476,9.65685424949238,1.0128906660247594
5,5,0.3,10,3,utility,8,4,1,1,300,True,False,40,φ3 (C→D),5,205.8,26.455709359898357,-1.0352807323548405,0.4531462849939242,2.4627416997969522,28.046953344138387,-3.301012157324462,28.721440784867973,0.0,0.0,17.72792206135786,9.485281374238571,1.5732924579642713
5,5,0.3,10,4,utility,2,3,4,6,300,True,False,256,φ3 (C→D),32,141.03125,2.87738585851267,-1.0584848624639787,0.09619530670739136,0.33302669529663687,4.054653820664527,-1.5394613960009353,3.3583623920496293,0.0,0.0,112.15432893255064,9.65685424949238,3.3769919170299545
5,5,0.3,10,5,utility,8,8,1,4,300,True,False,184,φ3 (C→D),23,218.65217391304347,5.45574334431486,-0.7659691710319312,0.09791625748081134,0.5353786303906418,6.2587913031360385,-1.2555504584359873,5.945324631718919,0.0,0.0,80.25483399593901,9.485281374238571,2.4877941670129076
5,5,0.3,10,6,utility,7,4,8,2,300,True,False,144,φ3 (C→D),18,136.72222222222223,6.356457161105795,-0.6806575786849451,0.03828663193797039,0.693626743013254,7.1311210763645745,-0.8720907383747973,6.547890320795648,-0.1049695631932433,0.0,61.69848480983498,9.65685424949238,1.4333405420184135
5,5,0.3,10,7,utility,4,9,5,6,300,True,False,184,φ3 (C→D),23,177.82608695652175,4.486576825075231,-0.6457934449392048,0.0649030541684518,0.567903156381741,5.530934215176934,-0.9703087157814637,4.81109209591749,-0.5927888194136364,0.0,81.84062043356589,9.899494936611667,1.6872688750736415
5,5,0.3,10,8,utility,4,7,3,3,300,False,True,136,,17,170.8235294117647,5.056943239288582,-2.1387995070735855,0.0664541169764941,0.5579577278963865,6.878534647151048,-2.4710700919560558,5.389213824171054,-20.82001381235412,-20.72326583694641,56.21320343559641,9.485281374238571,1.4499022499658167
5,5,0.3,10,9,utility,9,6,9,0,300,True,False,72,φ3 (C→D),9,121.0,8.180382170502822,-0.7209942900441048,0.24003436035278927,1.256348421040585,10.922193578342531,-1.9211660918080513,9.380553972266767,7.409999228705717,0.0,36.526911934581186,9.071067811865476,1.065040042041801
5,5,0.3,10,10,utility,1,1,2,2,300,False,True,160,,20,162.95,1.9498247204359493,-2.248772754761614,0.05377297762176234,0.706449510224598,5.33313994295291,-2.517637642870425,2.2186896085447616,-22.30206258816286,-20.72326583694641,71.01219330881973,9.656854249492381,1.5449433750472963
5,5,0.3,10,11,utility,9,9,8,6,300,True,False,192,φ2 (B→C),24,178.79166666666666,0.8193210460324468,-1.0657348347672617,0.11185322885803006,0.5303300858899106,3.3973149696929412,-1.625000979057412,1.3785871903225975,-0.18689351496479698,0.0,80.94112549695424,9.899494936611667,1.5989543750183657
5,5,0.3,10,12,utility,9,8,5,7,300,True,False,40,φ3 (C→D),5,155.6,10.265906014832574,-1.287977898475178,0.41129794330056385,2.3798989873223335,17.00657904428149,-3.344467614977998,12.322395731335394,-0.04457291811792309,0.0,17.899494936611667,9.071067811865476,0.9552387499716133
5,5,0.3,10,13,utility,8,1,5,9,300,True,False,176,φ3 (C→D),22,167.77272727272728,7.001760609388878,-0.8238452915060404,0.10399679565168664,0.584008725571967,7.510422338008791,-1.3438292697644736,7.521744587647311,-0.13249673220066832,0.0,81.98275605729684,9.242640687119284,2.1199097499484196
5,5,0.3,10,14,utility,3,8,2,1,300,False,True,184,,23,138.2608695652174,3.6233774410960184,-1.8390322724273889,0.10460944923453674,0.4813507744289337,5.594807221227172,-2.3620795186000727,4.146424687268702,-20.942670223226784,-20.72326583694641,82.0832611206852,9.071067811865476,1.85019637492951
5,5,0.3,10,15,utility,2,1,1,6,300,True,False,296,φ3 (C→D),37,149.51351351351352,2.0987419986550373,-0.9266747327966235,0.06879577518186197,0.27219102194231015,3.153567144715014,-1.270653608705933,2.4427208745643476,0.0,0.0,132.19595949289325,8.65685424949238,2.5331589160487056
5,5,0.3,10,16,utility,4,9,4,1,300,True,False,296,φ3 (C→D),37,176.9189189189189,3.5034748372897373,-1.0633270790112843,0.09552848923555576,0.346463024585426,4.517839656937286,-1.5409695251890634,3.9811172834675164,-0.1165567597627691,0.0,128.05382386916227,9.65685424949238,2.5478530830005184
5,5,0.3,10,17,utility,8,2,1,1,300,True,False,152,φ3 (C→D),19,151.57894736842104,5.089967444257195,-0.7723589047395881,0.14444922154250864,0.625943275104851,6.476192554822387,-1.4946050124521315,5.812213551969737,0.0,0.0,67.01219330881972,9.65685424949238,1.9066390000516549
5,5,0.3,10,18,utility,7,2,4,1,300,False,True,64,,8,185.25,14.031007000239766,-3.152375236954238,0.0924209224835721,1.5088834764831844,16.793269488018527,-3.6144798493720987,14.493111612657628,-21.055259158656995,-20.72326583694641,24.899494936611667,9.65685424949238,1.610840749926865
5,5,0.3,10,19,utility,4,0,9,3,300,True,False,96,φ3 (C→D),12,162.58333333333334,8.417602480092631,-0.7041190013828417,0.2174785318701027,1.1035533905932737,10.484587395861572,-1.791511660733355,9.504995139443148,-0.4735256960562539,0.0,41.21320343559643,9.242640687119284,1.8303331669885665
5,5,0.3,10,20,utility,3,0,4,5,300,False,True,8,,1,210.0,44.494240930308365,-20.72326583694641,0.6931471805599453,9.071067811865476,76.02572115292125,-24.189001739746136,47.95997683310809,44.494240930308365,-20.72326583694641,1.0,7.0710678118654755,0.39147079188842326
5,5,0.3,10,21,utility,9,4,7,0,300,True,False,48,φ3 (C→D),6,178.66666666666666,13.738874239758138,-1.1463824688089574,0.3685049020599818,1.8845226315608776,17.43359625111426,-2.9889069791088656,15.581398750058042,-0.31783628843314154,0.0,24.62741699796953,9.071067811865476,1.032541541964747
5,5,0.3,10,22,utility,3,6,4,4,300,True,False,80,φ3 (C→D),10,170.1,15.037998451481409,-0.4493560186022358,0.05227543469672785,0.9656854249492379,13.718105845542317,-0.7107331920858752,15.299375624965048,-0.03941906818672594,0.0,31.313708498984763,9.65685424949238,1.6566845839843154
5,5,0.3,10,23,utility,0,0,0,0,300,True,False,232,φ1 (found A),29,131.82758620689654,1.0302128924910376,-1.1976077822228057,0.08826419867201463,0.4876598490941707,3.4049606090298465,-1.6389287755828787,1.471533885851111,-0.37739230587952777,0.0,109.8528137423856,9.899494936611667,1.82662483304739
5,5,0.3,10,24,utility,4,6,6,8,300,True,False,152,φ3 (C→D),19,166.73684210526315,9.143958577408235,-0.6028335937694506,0.04047109004446139,0.7003755678613297,8.967350307137758,-0.8051890439917575,9.346314027630545,0.0,0.0,67.76955262170044,9.65685424949238,2.4468195410445333
5,5,0.3,10,25,utility,0,6,4,8,300,False,True,104,,13,158.30769230769232,3.904767752646951,-2.3094389785681644,0.16995847681863327,0.8697796761050204,7.60859833055559,-3.1592313626613304,4.75456013674012,-21.209774730827085,-20.72326583694641,47.698484809834994,9.071067811865476,1.216901084058918
5,5,0.3,10,26,utility,1,9,9,8,300,True,False,176,φ3 (C→D),22,146.36363636363637,0.9702662154815186,-1.9305044189465599,0.14517691595532556,0.6671190494240666,4.641500307550027,-2.656388998723188,1.6961507952581472,-0.31008508420800507,0.0,73.59797974644663,9.656854249492381,1.892000374966301
5,5,0.3,10,27,utility,0,5,5,2,300,False,True,176,,22,153.8181818181818,3.353274047541323,-1.8805741084428298,0.12764695324223022,0.5220582442835714,5.654916095742108,-2.5188088746539807,3.991508813752475,-21.35831017775714,-20.72326583694641,77.42640687119281,9.485281374238571,1.8956288329791278
5,5,0.3,10,28,utility,7,4,4,0,300,True,False,192,φ3 (C→D),24,150.16666666666666,3.3226986826532037,-0.9028339884556639,0.12070746771759673,0.4541456223588194,4.733198747660632,-1.5063713270436476,3.9262360212411864,-0.9820624155510925,0.0,83.01219330881972,9.485281374238571,1.634997499990277
5,5,0.3,10,29,utility,0,1,8,2,300,True,False,216,φ3 (C→D),27,197.03703703703704,6.185670228147755,-0.7730920684504914,0.09570628094605514,0.5282372416650508,6.71898660643585,-1.2516234731807672,6.664201632878031,-0.023061264401520277,0.0,96.3969696196699,9.65685424949238,2.8483408329775557
5,5,0.3,10,30,utility,5,1,7,2,300,True,False,232,φ3 (C→D),29,151.58620689655172,3.782993189466933,-0.7355520644453281,0.02530927177605013,0.4874332039348778,4.721505088311268,-0.8620984233255785,3.9095395483471833,-0.1940920939621934,0.0,97.4264068711928,9.071067811865476,2.6233868749113753
